instruNet waves in merged TEXT form #2

Notes:	
Date & Time:	01/20/2020	17:38:52
ChanName:	Ch1 Vin+	Ch4 Vin+
UserName:	Ch1 Vin+	Ch4 Vin+
vUnits:	Volts	Volts
hUnits:	Secs	Secs
PtsPerScan:	0000010000	0000010000
NumScansBeforeLastScan:	0000000000	0000000000
PtsInLastScan:	0000010000	0000010000
1stPtTime:	+0.000000000e+000	+0.000000000e+000
SamplePeriod:	+2.000000000e-001	+2.000000000e-001
netNum:	01	01
devNum:	01	01
modNum:	01	01
chNum:	001	004
BytesPerRow:	-1	-1
FirstDataByte:	-1	-1
key:	21940	21940
1904secs:	3662402482	3662402482
DataType:	+05	+05
Internal1:	+5.000000000e+000	+5.000000000e+000
External1:	+5.000000000e+000	+5.000000000e+000
Internal2:	-5.000000000e+000	-5.000000000e+000
External2:	-5.000000000e+000	-5.000000000e+000
Secs	Ch1 Vin+	Ch4 Vin+
+1.0536000e+3	+1.0799567e+0	+0.1115634e-2
+1.0538000e+3	+1.0830085e+0	+0.1103742e-2
+1.0540000e+3	+1.0909435e+0	+0.1129904e-2
+1.0542000e+3	+1.0915538e+0	+0.1142985e-2
+1.0544000e+3	+1.0878916e+0	+0.1162012e-2
+1.0546000e+3	+1.0939952e+0	+0.1134661e-2
+1.0548000e+3	+1.0854501e+0	+0.1103742e-2
+1.0550000e+3	+1.0909435e+0	+0.1096607e-2
+1.0552000e+3	+1.0903330e+0	+0.1115634e-2
+1.0554000e+3	+1.0854501e+0	+0.1108499e-2
+1.0556000e+3	+1.0946057e+0	+0.1089472e-2
+1.0558000e+3	+1.0927745e+0	+0.1123958e-2
+1.0560000e+3	+1.0988783e+0	+0.1083526e-2
+1.0562000e+3	+1.0909435e+0	+0.1125147e-2
+1.0564000e+3	+1.0946057e+0	+0.1129904e-2
+1.0566000e+3	+1.1007093e+0	+0.1113255e-2
+1.0568000e+3	+1.0946057e+0	+0.1120391e-2
+1.0570000e+3	+1.0939952e+0	+0.1085904e-2
+1.0572000e+3	+1.0915538e+0	+0.1101364e-2
+1.0574000e+3	+1.0878916e+0	+0.1085904e-2
+1.0576000e+3	+1.1000990e+0	+0.1097796e-2
+1.0578000e+3	+1.0970471e+0	+0.1107309e-2
+1.0580000e+3	+1.0933849e+0	+0.1123958e-2
+1.0582000e+3	+1.1019301e+0	+0.1088282e-2
+1.0584000e+3	+1.0994886e+0	+0.1096607e-2
+1.0586000e+3	+1.0921642e+0	+0.1140607e-2
+1.0588000e+3	+1.0970471e+0	+0.1158445e-2
+1.0590000e+3	+1.0994886e+0	+0.1094228e-2
+1.0592000e+3	+1.0982679e+0	+0.1122769e-2
+1.0594000e+3	+1.0994886e+0	+0.1116823e-2
+1.0596000e+3	+1.0939952e+0	+0.1115634e-2
+1.0598000e+3	+1.0958264e+0	+0.1141796e-2
+1.0600000e+3	+1.0946057e+0	+0.1116823e-2
+1.0602000e+3	+1.0933849e+0	+0.1129904e-2
+1.0604000e+3	+1.0946057e+0	+0.1114445e-2
+1.0606000e+3	+1.0927745e+0	+0.1121580e-2
+1.0608000e+3	+1.0933849e+0	+0.1097796e-2
+1.0610000e+3	+1.0897226e+0	+0.1097796e-2
+1.0612000e+3	+1.0933849e+0	+0.1123958e-2
+1.0614000e+3	+1.0964367e+0	+0.1098985e-2
+1.0616000e+3	+1.0927745e+0	+0.1121580e-2
+1.0618000e+3	+1.0970471e+0	+0.1119201e-2
+1.0620000e+3	+1.0958264e+0	+0.1129904e-2
+1.0622000e+3	+1.0946057e+0	+0.1097796e-2
+1.0624000e+3	+1.0927745e+0	+0.1154877e-2
+1.0626000e+3	+1.0915538e+0	+0.1156066e-2
+1.0628000e+3	+1.0885019e+0	+0.1129904e-2
+1.0630000e+3	+1.0939952e+0	+0.1146553e-2
+1.0632000e+3	+1.0903330e+0	+0.1107309e-2
+1.0634000e+3	+1.0927745e+0	+0.1106120e-2
+1.0636000e+3	+1.0939952e+0	+0.1122769e-2
+1.0638000e+3	+1.0823982e+0	+0.1091850e-2
+1.0640000e+3	+1.0915538e+0	+0.1122769e-2
+1.0642000e+3	+1.0988783e+0	+0.1102553e-2
+1.0644000e+3	+1.0793463e+0	+0.1106120e-2
+1.0646000e+3	+1.0830085e+0	+0.1134661e-2
+1.0648000e+3	+1.0970471e+0	+0.1134661e-2
+1.0650000e+3	+1.0769048e+0	+0.1118012e-2
+1.0652000e+3	+1.0970471e+0	+0.1102553e-2
+1.0654000e+3	+1.0994886e+0	+0.1139418e-2
+1.0656000e+3	+1.0921642e+0	+0.1142985e-2
+1.0658000e+3	+1.0958264e+0	+0.1128715e-2
+1.0660000e+3	+1.0988783e+0	+0.1118012e-2
+1.0662000e+3	+1.0872811e+0	+0.1109688e-2
+1.0664000e+3	+1.0866708e+0	+0.1101364e-2
+1.0666000e+3	+1.0982679e+0	+0.1138228e-2
+1.0668000e+3	+1.0897226e+0	+0.1083526e-2
+1.0670000e+3	+1.0927745e+0	+0.1122769e-2
+1.0672000e+3	+1.0946057e+0	+0.1122769e-2
+1.0674000e+3	+1.0830085e+0	+0.1079958e-2
+1.0676000e+3	+1.0903330e+0	+0.1127526e-2
+1.0678000e+3	+1.0897226e+0	+0.1110877e-2
+1.0680000e+3	+1.0775152e+0	+0.1119201e-2
+1.0682000e+3	+1.0878916e+0	+0.1113255e-2
+1.0684000e+3	+1.0836189e+0	+0.1100174e-2
+1.0686000e+3	+1.0781256e+0	+0.1134661e-2
+1.0688000e+3	+1.0872811e+0	+0.1098985e-2
+1.0690000e+3	+1.0860604e+0	+0.1097796e-2
+1.0692000e+3	+1.0750737e+0	+0.1144174e-2
+1.0694000e+3	+1.0878916e+0	+0.1113255e-2
+1.0696000e+3	+1.0781256e+0	+0.1127526e-2
+1.0698000e+3	+1.0799567e+0	+0.1115634e-2
+1.0700000e+3	+1.0787359e+0	+0.1112066e-2
+1.0702000e+3	+1.0860604e+0	+0.1142985e-2
+1.0704000e+3	+1.0823982e+0	+0.1113255e-2
+1.0706000e+3	+1.0872811e+0	+0.1127526e-2
+1.0708000e+3	+1.0903330e+0	+0.1127526e-2
+1.0710000e+3	+1.0799567e+0	+0.1118012e-2
+1.0712000e+3	+1.0830085e+0	+0.1077580e-2
+1.0714000e+3	+1.0793463e+0	+0.1107309e-2
+1.0716000e+3	+1.0830085e+0	+0.1101364e-2
+1.0718000e+3	+1.0933849e+0	+0.1068066e-2
+1.0720000e+3	+1.0714115e+0	+0.1160823e-2
+1.0722000e+3	+1.0836189e+0	+0.1104931e-2
+1.0724000e+3	+1.0762944e+0	+0.1104931e-2
+1.0726000e+3	+1.0677493e+0	+0.1134661e-2
+1.0728000e+3	+1.0762944e+0	+0.1139418e-2
+1.0730000e+3	+1.0781256e+0	+0.1087093e-2
+1.0732000e+3	+1.0775152e+0	+0.1118012e-2
+1.0734000e+3	+1.0830085e+0	+0.1132282e-2
+1.0736000e+3	+1.0769048e+0	+0.1120391e-2
+1.0738000e+3	+1.0732425e+0	+0.1108499e-2
+1.0740000e+3	+1.0781256e+0	+0.1120391e-2
+1.0742000e+3	+1.0836189e+0	+0.1106120e-2
+1.0744000e+3	+1.0775152e+0	+0.1103742e-2
+1.0746000e+3	+1.0762944e+0	+0.1112066e-2
+1.0748000e+3	+1.0775152e+0	+0.1141796e-2
+1.0750000e+3	+1.0708011e+0	+0.1119201e-2
+1.0752000e+3	+1.0732425e+0	+0.1096607e-2
+1.0754000e+3	+1.0750737e+0	+0.1102553e-2
+1.0756000e+3	+1.0683596e+0	+0.1125147e-2
+1.0758000e+3	+1.0714115e+0	+0.1134661e-2
+1.0760000e+3	+1.0738530e+0	+0.1108499e-2
+1.0762000e+3	+1.0665284e+0	+0.1084715e-2
+1.0764000e+3	+1.0708011e+0	+0.1139418e-2
+1.0766000e+3	+1.0671389e+0	+0.1134661e-2
+1.0768000e+3	+1.0665284e+0	+0.1129904e-2
+1.0770000e+3	+1.0695803e+0	+0.1116823e-2
+1.0772000e+3	+1.0677493e+0	+0.1112066e-2
+1.0774000e+3	+1.0665284e+0	+0.1107309e-2
+1.0776000e+3	+1.0659181e+0	+0.1115634e-2
+1.0778000e+3	+1.0683596e+0	+0.1113255e-2
+1.0780000e+3	+1.0659181e+0	+0.1122769e-2
+1.0782000e+3	+1.0659181e+0	+0.1104931e-2
+1.0784000e+3	+1.0653077e+0	+0.1116823e-2
+1.0786000e+3	+1.0671389e+0	+0.1122769e-2
+1.0788000e+3	+1.0677493e+0	+0.1122769e-2
+1.0790000e+3	+1.0677493e+0	+0.1097796e-2
+1.0792000e+3	+1.0659181e+0	+0.1122769e-2
+1.0794000e+3	+1.0695803e+0	+0.1089472e-2
+1.0796000e+3	+1.0659181e+0	+0.1106120e-2
+1.0798000e+3	+1.0726322e+0	+0.1096607e-2
+1.0800000e+3	+1.0689700e+0	+0.1096607e-2
+1.0802000e+3	+1.0689700e+0	+0.1100174e-2
+1.0804000e+3	+1.0659181e+0	+0.1107309e-2
+1.0806000e+3	+1.0659181e+0	+0.1135850e-2
+1.0808000e+3	+1.0677493e+0	+0.1108499e-2
+1.0810000e+3	+1.0732425e+0	+0.1096607e-2
+1.0812000e+3	+1.0708011e+0	+0.1140607e-2
+1.0814000e+3	+1.0695803e+0	+0.1106120e-2
+1.0816000e+3	+1.0732425e+0	+0.1138228e-2
+1.0818000e+3	+1.0714115e+0	+0.1125147e-2
+1.0820000e+3	+1.0677493e+0	+0.1091850e-2
+1.0822000e+3	+1.0799567e+0	+0.1119201e-2
+1.0824000e+3	+1.0781256e+0	+0.1127526e-2
+1.0826000e+3	+1.0708011e+0	+0.1131093e-2
+1.0828000e+3	+1.0848397e+0	+0.1148931e-2
+1.0830000e+3	+1.0720218e+0	+0.1122769e-2
+1.0832000e+3	+1.0769048e+0	+0.1106120e-2
+1.0834000e+3	+1.0732425e+0	+0.1135850e-2
+1.0836000e+3	+1.0793463e+0	+0.1096607e-2
+1.0838000e+3	+1.0756841e+0	+0.1114445e-2
+1.0840000e+3	+1.0762944e+0	+0.1115634e-2
+1.0842000e+3	+1.0897226e+0	+0.1088282e-2
+1.0844000e+3	+1.0659181e+0	+0.1122769e-2
+1.0846000e+3	+1.0701907e+0	+0.1148931e-2
+1.0848000e+3	+1.0854501e+0	+0.1148931e-2
+1.0850000e+3	+1.0732425e+0	+0.1115634e-2
+1.0852000e+3	+1.0799567e+0	+0.1118012e-2
+1.0854000e+3	+1.0897226e+0	+0.1116823e-2
+1.0856000e+3	+1.0732425e+0	+0.1101364e-2
+1.0858000e+3	+1.0830085e+0	+0.1126337e-2
+1.0860000e+3	+1.0976574e+0	+0.1129904e-2
+1.0862000e+3	+1.0805671e+0	+0.1107309e-2
+1.0864000e+3	+1.0836189e+0	+0.1088282e-2
+1.0866000e+3	+1.0921642e+0	+0.1120391e-2
+1.0868000e+3	+1.0872811e+0	+0.1078769e-2
+1.0870000e+3	+1.0854501e+0	+0.1160823e-2
+1.0872000e+3	+1.0903330e+0	+0.1115634e-2
+1.0874000e+3	+1.0872811e+0	+0.1094228e-2
+1.0876000e+3	+1.0799567e+0	+0.1104931e-2
+1.0878000e+3	+1.0903330e+0	+0.1110877e-2
+1.0880000e+3	+1.0903330e+0	+0.1135850e-2
+1.0882000e+3	+1.0878916e+0	+0.1110877e-2
+1.0884000e+3	+1.0964367e+0	+0.1109688e-2
+1.0886000e+3	+1.0946057e+0	+0.1147742e-2
+1.0888000e+3	+1.0872811e+0	+0.1113255e-2
+1.0890000e+3	+1.0970471e+0	+0.1126337e-2
+1.0892000e+3	+1.0994886e+0	+0.1129904e-2
+1.0894000e+3	+1.0909435e+0	+0.1115634e-2
+1.0896000e+3	+1.0946057e+0	+0.1096607e-2
+1.0898000e+3	+1.0939952e+0	+0.1129904e-2
+1.0900000e+3	+1.0891123e+0	+0.1106120e-2
+1.0902000e+3	+1.0946057e+0	+0.1125147e-2
+1.0904000e+3	+1.0976574e+0	+0.1112066e-2
+1.0906000e+3	+1.0927745e+0	+0.1101364e-2
+1.0908000e+3	+1.0939952e+0	+0.1109688e-2
+1.0910000e+3	+1.0915538e+0	+0.1122769e-2
+1.0912000e+3	+1.0872811e+0	+0.1101364e-2
+1.0914000e+3	+1.0915538e+0	+0.1103742e-2
+1.0916000e+3	+1.0921642e+0	+0.1113255e-2
+1.0918000e+3	+1.0897226e+0	+0.1123958e-2
+1.0920000e+3	+1.0939952e+0	+0.1110877e-2
+1.0922000e+3	+1.0866708e+0	+0.1113255e-2
+1.0924000e+3	+1.0842294e+0	+0.1122769e-2
+1.0926000e+3	+1.0915538e+0	+0.1125147e-2
+1.0928000e+3	+1.0909435e+0	+0.1089472e-2
+1.0930000e+3	+1.0830085e+0	+0.1139418e-2
+1.0932000e+3	+1.0854501e+0	+0.1123958e-2
+1.0934000e+3	+1.0860604e+0	+0.1146553e-2
+1.0936000e+3	+1.0891123e+0	+0.1139418e-2
+1.0938000e+3	+1.0921642e+0	+0.1107309e-2
+1.0940000e+3	+1.0909435e+0	+0.1113255e-2
+1.0942000e+3	+1.0891123e+0	+0.1120391e-2
+1.0944000e+3	+1.0854501e+0	+0.1114445e-2
+1.0946000e+3	+1.0964367e+0	+0.1097796e-2
+1.0948000e+3	+1.0897226e+0	+0.1101364e-2
+1.0950000e+3	+1.0860604e+0	+0.1134661e-2
+1.0952000e+3	+1.0897226e+0	+0.1144174e-2
+1.0954000e+3	+1.0946057e+0	+0.1134661e-2
+1.0956000e+3	+1.0872811e+0	+0.1110877e-2
+1.0958000e+3	+1.0927745e+0	+0.1122769e-2
+1.0960000e+3	+1.0939952e+0	+0.1100174e-2
+1.0962000e+3	+1.0854501e+0	+0.1083526e-2
+1.0964000e+3	+1.0946057e+0	+0.1118012e-2
+1.0966000e+3	+1.0854501e+0	+0.1134661e-2
+1.0968000e+3	+1.0805671e+0	+0.1100174e-2
+1.0970000e+3	+1.0946057e+0	+0.1101364e-2
+1.0972000e+3	+1.0903330e+0	+0.1071634e-2
+1.0974000e+3	+1.0775152e+0	+0.1106120e-2
+1.0976000e+3	+1.0897226e+0	+0.1089472e-2
+1.0978000e+3	+1.0885019e+0	+0.1134661e-2
+1.0980000e+3	+1.0762944e+0	+0.1101364e-2
+1.0982000e+3	+1.0946057e+0	+0.1096607e-2
+1.0984000e+3	+1.0946057e+0	+0.1081147e-2
+1.0986000e+3	+1.0793463e+0	+0.1116823e-2
+1.0988000e+3	+1.0946057e+0	+0.1114445e-2
+1.0990000e+3	+1.0860604e+0	+0.1091850e-2
+1.0992000e+3	+1.0701907e+0	+0.1104931e-2
+1.0994000e+3	+1.0939952e+0	+0.1101364e-2
+1.0996000e+3	+1.0946057e+0	+0.1113255e-2
+1.0998000e+3	+1.0775152e+0	+0.1120391e-2
+1.1000000e+3	+1.0988783e+0	+0.1102553e-2
+1.1002000e+3	+1.0946057e+0	+0.1113255e-2
+1.1004000e+3	+1.0756841e+0	+0.1083526e-2
+1.1006000e+3	+1.0988783e+0	+0.1101364e-2
+1.1008000e+3	+1.0903330e+0	+0.1110877e-2
+1.1010000e+3	+1.0775152e+0	+0.1107309e-2
+1.1012000e+3	+1.0897226e+0	+0.1077580e-2
+1.1014000e+3	+1.0891123e+0	+0.1141796e-2
+1.1016000e+3	+1.0677493e+0	+0.1113255e-2
+1.1018000e+3	+1.0830085e+0	+0.1102553e-2
+1.1020000e+3	+1.0823982e+0	+0.1123958e-2
+1.1022000e+3	+1.0714115e+0	+0.1144174e-2
+1.1024000e+3	+1.0891123e+0	+0.1108499e-2
+1.1026000e+3	+1.0799567e+0	+0.1115634e-2
+1.1028000e+3	+1.0701907e+0	+0.1094228e-2
+1.1030000e+3	+1.0854501e+0	+0.1125147e-2
+1.1032000e+3	+1.0830085e+0	+0.1108499e-2
+1.1034000e+3	+1.0708011e+0	+0.1101364e-2
+1.1036000e+3	+1.0830085e+0	+0.1144174e-2
+1.1038000e+3	+1.0805671e+0	+0.1082337e-2
+1.1040000e+3	+1.0695803e+0	+0.1072823e-2
+1.1042000e+3	+1.0830085e+0	+0.1129904e-2
+1.1044000e+3	+1.0811775e+0	+0.1082337e-2
+1.1046000e+3	+1.0683596e+0	+0.1075201e-2
+1.1048000e+3	+1.0872811e+0	+0.1101364e-2
+1.1050000e+3	+1.0775152e+0	+0.1141796e-2
+1.1052000e+3	+1.0665284e+0	+0.1098985e-2
+1.1054000e+3	+1.0799567e+0	+0.1104931e-2
+1.1056000e+3	+1.0805671e+0	+0.1108499e-2
+1.1058000e+3	+1.0695803e+0	+0.1085904e-2
+1.1060000e+3	+1.0708011e+0	+0.1109688e-2
+1.1062000e+3	+1.0756841e+0	+0.1087093e-2
+1.1064000e+3	+1.0665284e+0	+0.1084715e-2
+1.1066000e+3	+1.0701907e+0	+0.1116823e-2
+1.1068000e+3	+1.0811775e+0	+0.1113255e-2
+1.1070000e+3	+1.0689700e+0	+0.1115634e-2
+1.1072000e+3	+1.0634767e+0	+0.1104931e-2
+1.1074000e+3	+1.0659181e+0	+0.1142985e-2
+1.1076000e+3	+1.0701907e+0	+0.1134661e-2
+1.1078000e+3	+1.0683596e+0	+0.1098985e-2
+1.1080000e+3	+1.0732425e+0	+0.1094228e-2
+1.1082000e+3	+1.0677493e+0	+0.1108499e-2
+1.1084000e+3	+1.0683596e+0	+0.1135850e-2
+1.1086000e+3	+1.0744634e+0	+0.1120391e-2
+1.1088000e+3	+1.0750737e+0	+0.1096607e-2
+1.1090000e+3	+1.0744634e+0	+0.1085904e-2
+1.1092000e+3	+1.0769048e+0	+0.1077580e-2
+1.1094000e+3	+1.0769048e+0	+0.1101364e-2
+1.1096000e+3	+1.0695803e+0	+0.1129904e-2
+1.1098000e+3	+1.0744634e+0	+0.1113255e-2
+1.1100000e+3	+1.0732425e+0	+0.1091850e-2
+1.1102000e+3	+1.0744634e+0	+0.1104931e-2
+1.1104000e+3	+1.0726322e+0	+0.1070445e-2
+1.1106000e+3	+1.0799567e+0	+0.1134661e-2
+1.1108000e+3	+1.0683596e+0	+0.1108499e-2
+1.1110000e+3	+1.0665284e+0	+0.1142985e-2
+1.1112000e+3	+1.0732425e+0	+0.1118012e-2
+1.1114000e+3	+1.0732425e+0	+0.1103742e-2
+1.1116000e+3	+1.0665284e+0	+0.1110877e-2
+1.1118000e+3	+1.0750737e+0	+0.1109688e-2
+1.1120000e+3	+1.0677493e+0	+0.1098985e-2
+1.1122000e+3	+1.0708011e+0	+0.1094228e-2
+1.1124000e+3	+1.0732425e+0	+0.1100174e-2
+1.1126000e+3	+1.0701907e+0	+0.1126337e-2
+1.1128000e+3	+1.0701907e+0	+0.1088282e-2
+1.1130000e+3	+1.0781256e+0	+0.1091850e-2
+1.1132000e+3	+1.0744634e+0	+0.1071634e-2
+1.1134000e+3	+1.0708011e+0	+0.1091850e-2
+1.1136000e+3	+1.0708011e+0	+0.1131093e-2
+1.1138000e+3	+1.0701907e+0	+0.1123958e-2
+1.1140000e+3	+1.0701907e+0	+0.1104931e-2
+1.1142000e+3	+1.0750737e+0	+0.1122769e-2
+1.1144000e+3	+1.0708011e+0	+0.1120391e-2
+1.1146000e+3	+1.0750737e+0	+0.1079958e-2
+1.1148000e+3	+1.0817878e+0	+0.1093039e-2
+1.1150000e+3	+1.0701907e+0	+0.1119201e-2
+1.1152000e+3	+1.0701907e+0	+0.1116823e-2
+1.1154000e+3	+1.0866708e+0	+0.1119201e-2
+1.1156000e+3	+1.0671389e+0	+0.1122769e-2
+1.1158000e+3	+1.0738530e+0	+0.1110877e-2
+1.1160000e+3	+1.0897226e+0	+0.1109688e-2
+1.1162000e+3	+1.0799567e+0	+0.1098985e-2
+1.1164000e+3	+1.0744634e+0	+0.1106120e-2
+1.1166000e+3	+1.0939952e+0	+0.1077580e-2
+1.1168000e+3	+1.0799567e+0	+0.1113255e-2
+1.1170000e+3	+1.0854501e+0	+0.1096607e-2
+1.1172000e+3	+1.0976574e+0	+0.1106120e-2
+1.1174000e+3	+1.0817878e+0	+0.1115634e-2
+1.1176000e+3	+1.0854501e+0	+0.1075201e-2
+1.1178000e+3	+1.0988783e+0	+0.1129904e-2
+1.1180000e+3	+1.0769048e+0	+0.1106120e-2
+1.1182000e+3	+1.0811775e+0	+0.1100174e-2
+1.1184000e+3	+1.0946057e+0	+0.1085904e-2
+1.1186000e+3	+1.0836189e+0	+0.1096607e-2
+1.1188000e+3	+1.0933849e+0	+0.1074012e-2
+1.1190000e+3	+1.0994886e+0	+0.1100174e-2
+1.1192000e+3	+1.0793463e+0	+0.1114445e-2
+1.1194000e+3	+1.0842294e+0	+0.1096607e-2
+1.1196000e+3	+1.0982679e+0	+0.1129904e-2
+1.1198000e+3	+1.0830085e+0	+0.1081147e-2
+1.1200000e+3	+1.0909435e+0	+0.1101364e-2
+1.1202000e+3	+1.0946057e+0	+0.1104931e-2
+1.1204000e+3	+1.0860604e+0	+0.1072823e-2
+1.1206000e+3	+1.0909435e+0	+0.1114445e-2
+1.1208000e+3	+1.0988783e+0	+0.1103742e-2
+1.1210000e+3	+1.0842294e+0	+0.1101364e-2
+1.1212000e+3	+1.0927745e+0	+0.1144174e-2
+1.1214000e+3	+1.0964367e+0	+0.1106120e-2
+1.1216000e+3	+1.0854501e+0	+0.1098985e-2
+1.1218000e+3	+1.0909435e+0	+0.1104931e-2
+1.1220000e+3	+1.0994886e+0	+0.1122769e-2
+1.1222000e+3	+1.0897226e+0	+0.1118012e-2
+1.1224000e+3	+1.0976574e+0	+0.1144174e-2
+1.1226000e+3	+1.1007093e+0	+0.1077580e-2
+1.1228000e+3	+1.0866708e+0	+0.1112066e-2
+1.1230000e+3	+1.0988783e+0	+0.1088282e-2
+1.1232000e+3	+1.0994886e+0	+0.1113255e-2
+1.1234000e+3	+1.0927745e+0	+0.1110877e-2
+1.1236000e+3	+1.0970471e+0	+0.1134661e-2
+1.1238000e+3	+1.0976574e+0	+0.1118012e-2
+1.1240000e+3	+1.0915538e+0	+0.1097796e-2
+1.1242000e+3	+1.0988783e+0	+0.1102553e-2
+1.1244000e+3	+1.0994886e+0	+0.1134661e-2
+1.1246000e+3	+1.0939952e+0	+0.1091850e-2
+1.1248000e+3	+1.1025405e+0	+0.1129904e-2
+1.1250000e+3	+1.1025405e+0	+0.1104931e-2
+1.1252000e+3	+1.0946057e+0	+0.1096607e-2
+1.1254000e+3	+1.0946057e+0	+0.1114445e-2
+1.1256000e+3	+1.0988783e+0	+0.1113255e-2
+1.1258000e+3	+1.1062027e+0	+0.1082337e-2
+1.1260000e+3	+1.1055924e+0	+0.1085904e-2
+1.1262000e+3	+1.1025405e+0	+0.1091850e-2
+1.1264000e+3	+1.0976574e+0	+0.1093039e-2
+1.1266000e+3	+1.1007093e+0	+0.1115634e-2
+1.1268000e+3	+1.1025405e+0	+0.1091850e-2
+1.1270000e+3	+1.0994886e+0	+0.1089472e-2
+1.1272000e+3	+1.0994886e+0	+0.1128715e-2
+1.1274000e+3	+1.0970471e+0	+0.1114445e-2
+1.1276000e+3	+1.0946057e+0	+0.1081147e-2
+1.1278000e+3	+1.1000990e+0	+0.1113255e-2
+1.1280000e+3	+1.0982679e+0	+0.1134661e-2
+1.1282000e+3	+1.1025405e+0	+0.1126337e-2
+1.1284000e+3	+1.1031508e+0	+0.1134661e-2
+1.1286000e+3	+1.0976574e+0	+0.1079958e-2
+1.1288000e+3	+1.1000990e+0	+0.1076391e-2
+1.1290000e+3	+1.0994886e+0	+0.1071634e-2
+1.1292000e+3	+1.0970471e+0	+0.1085904e-2
+1.1294000e+3	+1.1025405e+0	+0.1088282e-2
+1.1296000e+3	+1.1049820e+0	+0.1123958e-2
+1.1298000e+3	+1.1000990e+0	+0.1138228e-2
+1.1300000e+3	+1.1013198e+0	+0.1123958e-2
+1.1302000e+3	+1.1037612e+0	+0.1107309e-2
+1.1304000e+3	+1.0988783e+0	+0.1115634e-2
+1.1306000e+3	+1.0927745e+0	+0.1088282e-2
+1.1308000e+3	+1.0946057e+0	+0.1142985e-2
+1.1310000e+3	+1.0897226e+0	+0.1129904e-2
+1.1312000e+3	+1.0946057e+0	+0.1103742e-2
+1.1314000e+3	+1.0976574e+0	+0.1089472e-2
+1.1316000e+3	+1.0939952e+0	+0.1093039e-2
+1.1318000e+3	+1.0988783e+0	+0.1126337e-2
+1.1320000e+3	+1.0970471e+0	+0.1134661e-2
+1.1322000e+3	+1.0933849e+0	+0.1085904e-2
+1.1324000e+3	+1.1074234e+0	+0.1096607e-2
+1.1326000e+3	+1.0927745e+0	+0.1122769e-2
+1.1328000e+3	+1.0946057e+0	+0.1103742e-2
+1.1330000e+3	+1.0976574e+0	+0.1144174e-2
+1.1332000e+3	+1.0885019e+0	+0.1106120e-2
+1.1334000e+3	+1.0854501e+0	+0.1082337e-2
+1.1336000e+3	+1.1019301e+0	+0.1096607e-2
+1.1338000e+3	+1.0885019e+0	+0.1115634e-2
+1.1340000e+3	+1.0939952e+0	+0.1096607e-2
+1.1342000e+3	+1.0939952e+0	+0.1102553e-2
+1.1344000e+3	+1.0872811e+0	+0.1110877e-2
+1.1346000e+3	+1.0799567e+0	+0.1113255e-2
+1.1348000e+3	+1.0915538e+0	+0.1079958e-2
+1.1350000e+3	+1.0866708e+0	+0.1106120e-2
+1.1352000e+3	+1.0830085e+0	+0.1101364e-2
+1.1354000e+3	+1.0927745e+0	+0.1108499e-2
+1.1356000e+3	+1.0860604e+0	+0.1084715e-2
+1.1358000e+3	+1.0781256e+0	+0.1093039e-2
+1.1360000e+3	+1.0909435e+0	+0.1106120e-2
+1.1362000e+3	+1.0805671e+0	+0.1132282e-2
+1.1364000e+3	+1.0762944e+0	+0.1122769e-2
+1.1366000e+3	+1.0866708e+0	+0.1091850e-2
+1.1368000e+3	+1.0854501e+0	+0.1134661e-2
+1.1370000e+3	+1.0726322e+0	+0.1083526e-2
+1.1372000e+3	+1.0854501e+0	+0.1078769e-2
+1.1374000e+3	+1.0781256e+0	+0.1110877e-2
+1.1376000e+3	+1.0811775e+0	+0.1103742e-2
+1.1378000e+3	+1.0933849e+0	+0.1088282e-2
+1.1380000e+3	+1.0793463e+0	+0.1113255e-2
+1.1382000e+3	+1.0836189e+0	+0.1129904e-2
+1.1384000e+3	+1.0695803e+0	+0.1122769e-2
+1.1386000e+3	+1.0732425e+0	+0.1110877e-2
+1.1388000e+3	+1.0750737e+0	+0.1110877e-2
+1.1390000e+3	+1.0817878e+0	+0.1114445e-2
+1.1392000e+3	+1.0720218e+0	+0.1100174e-2
+1.1394000e+3	+1.0732425e+0	+0.1134661e-2
+1.1396000e+3	+1.0756841e+0	+0.1059742e-2
+1.1398000e+3	+1.0671389e+0	+0.1098985e-2
+1.1400000e+3	+1.0701907e+0	+0.1070445e-2
+1.1402000e+3	+1.0744634e+0	+0.1123958e-2
+1.1404000e+3	+1.0659181e+0	+0.1095418e-2
+1.1406000e+3	+1.0701907e+0	+0.1101364e-2
+1.1408000e+3	+1.0726322e+0	+0.1120391e-2
+1.1410000e+3	+1.0659181e+0	+0.1100174e-2
+1.1412000e+3	+1.0683596e+0	+0.1122769e-2
+1.1414000e+3	+1.0732425e+0	+0.1085904e-2
+1.1416000e+3	+1.0665284e+0	+0.1106120e-2
+1.1418000e+3	+1.0634767e+0	+0.1083526e-2
+1.1420000e+3	+1.0701907e+0	+0.1096607e-2
+1.1422000e+3	+1.0634767e+0	+0.1119201e-2
+1.1424000e+3	+1.0701907e+0	+0.1064499e-2
+1.1426000e+3	+1.0653077e+0	+0.1103742e-2
+1.1428000e+3	+1.0671389e+0	+0.1085904e-2
+1.1430000e+3	+1.0701907e+0	+0.1091850e-2
+1.1432000e+3	+1.0714115e+0	+0.1104931e-2
+1.1434000e+3	+1.0701907e+0	+0.1094228e-2
+1.1436000e+3	+1.0659181e+0	+0.1102553e-2
